id,job_title,location,salary_currency,career_level,experience_level,education_level,employment_type,job_function,company_process_time,company_size,company_industry,salary,experience_years,experience_group,range_gaji,median_salary_by_level,salary_competitiveness_index,median_salary_by_location,salary_vs_location
9416,UTILITY MANAGER,Citeureup,IDR,Manajer/Asisten Manajer,5 tahun,Sarjana (S1),Penuh Waktu,"Teknik,Mekanikal",28 days,501 - 1000 pekerja,Manufaktur/Produksi,24000000.0,5,4-5,> 20 juta,10500000.0,228.57,5125000.0,468.29
9420,Legal Supervisor - Manufacturing (B-73410),Jakarta Raya,IDR,Supervisor/Koordinator,3 tahun,Sarjana (S1),Penuh Waktu,"Pelayanan,Pengacara / Asisten Legal",19 days,1- 50 pekerja,Manajemen/Konsulting HR,10000000.0,3,2-3,10 - 20 juta,6000000.0,166.67,6750000.0,148.15
9430,IT Application Support,Jakarta Raya,IDR,Pegawai (non-manajemen & non-supervisor),2 tahun,Diploma (D3/D4),Penuh Waktu,"Komputer/Teknologi Informasi,IT-Admin Jaringan/Sistem/Database",24 days,1- 50 pekerja,Komputer/Teknik Informatika (Perangkat Lunak),5750000.0,2,2-3,5 - 10 juta,6000000.0,95.83,6750000.0,85.19
9436,TAX EXECUTIVE,Banten,IDR,Pegawai (non-manajemen & non-supervisor),3 tahun,Tidak Terspesifikasi,Penuh Waktu,"Akuntansi / Keuangan,Audit & Pajak",9 days,1- 50 pekerja,Bahan Kimia/Pupuk/Pestisida,7950000.0,3,2-3,5 - 10 juta,6000000.0,132.5,5000000.0,159.0
9445,Sales,Jakarta Utara,IDR,Supervisor/Koordinator,3 tahun,Sarjana (S1),Penuh Waktu,"Penjualan / Pemasaran,Penjualan Ritel",7 days,1- 50 pekerja,Hukum/Legal,8750000.0,3,2-3,5 - 10 juta,6000000.0,145.83,6000000.0,145.83
9450,Sales Executive,Jakarta Raya,IDR,Pegawai (non-manajemen & non-supervisor),1 tahun,SMA/SMK,Kontrak,"Penjualan / Pemasaran,Penjualan Ritel",29 days,51 - 200 pekerja,Umum & Grosir,3000000.0,1,0-1,2 - 5 juta,4700000.0,63.83,6750000.0,44.44
9457,Key Account Executive,Jakarta Utara,IDR,Pegawai (non-manajemen & non-supervisor),1 tahun,Sarjana (S1),Penuh Waktu,"Penjualan / Pemasaran,Penjualan - Korporasi",22 days,51 - 200 pekerja,BioTeknologi/Farmasi/Riset klinik,6250000.0,1,0-1,5 - 10 juta,4700000.0,132.98,6000000.0,104.17
9459,Mobile Application Developer,Jakarta Selatan,IDR,Pegawai (non-manajemen & non-supervisor),2 tahun,Sarjana (S1),Penuh Waktu,"Komputer/Teknologi Informasi,IT-Perangkat Lunak",11 days,51 - 200 pekerja,Manajemen/Konsulting HR,7000000.0,2,2-3,5 - 10 juta,6000000.0,116.67,7100000.0,98.59
9462,INSPECTOR BANJARMASIN,Banjarmasin,IDR,Pegawai (non-manajemen & non-supervisor),2 tahun,Tidak Terspesifikasi,Penuh Waktu,"Teknik,Mekanikal",21 days,501 - 1000 pekerja,Automobil/Mesin Tambahan Automotif/Kendaraan,3600000.0,2,2-3,2 - 5 juta,6000000.0,60.0,6000000.0,60.0
9466,Store Supervisor - Bukittinggi,Bukittinggi,IDR,Supervisor/Koordinator,3 tahun,SMA/SMK,Penuh Waktu,"Hotel/Restoran,Makanan/Minuman/Pelayanan Restoran",16 days,1001 - 2000 pekerja,Makanan & Minuman/Katering/Restoran,3750000.0,3,2-3,2 - 5 juta,6000000.0,62.5,5750000.0,65.22
9476,Sales Executive - Tangerang,Tangerang,IDR,Pegawai (non-manajemen & non-supervisor),2 tahun,SMA/SMK,Penuh Waktu,"Penjualan / Pemasaran,Penjualan Ritel",25 days,1001 - 2000 pekerja,Elektrikal & Elektronik,5060000.0,2,2-3,5 - 10 juta,6000000.0,84.33,5500000.0,92.0
9487,Sales Officer,Samarinda,IDR,Pegawai (non-manajemen & non-supervisor),1 tahun,Diploma (D3/D4),Penuh Waktu,"Penjualan / Pemasaran,Penjualan Ritel",3 days,1- 50 pekerja,Akunting / Audit / Layanan Pajak,4700000.0,1,0-1,2 - 5 juta,4700000.0,100.0,4700000.0,100.0
9493,BANCASSURANCE SPECIALIST - SUKOREJO,Pasuruan,IDR,Lulusan baru/Pengalaman kerja kurang dari 1 tahun,0 tahun,SMA/SMK,Penuh Waktu,"Penjualan / Pemasaran,Penjualan - Jasa Keuangan",7 days,2001 - 5000 pekerja,Asuransi,2600000.0,0,0-1,2 - 5 juta,4700000.0,55.32,4800000.0,54.17
9495,Bancassurance Officer (Area: Ternate),Ternate,IDR,Pegawai (non-manajemen & non-supervisor),1 tahun,Diploma (D3/D4),Penuh Waktu,"Penjualan / Pemasaran,Penjualan - Jasa Keuangan",14 days,201 - 500 pekerja,Asuransi,4100000.0,1,0-1,2 - 5 juta,4700000.0,87.23,4000000.0,102.5
9506,DESIGN GRAPHIC,Banten,IDR,Pegawai (non-manajemen & non-supervisor),2 tahun,Diploma (D3/D4),Penuh Waktu,"Seni/Media/Komunikasi,Seni / Desain Kreatif",29 days,1- 50 pekerja,Konstruksi/Bangunan/Teknik,4440000.0,2,2-3,2 - 5 juta,6000000.0,74.0,5000000.0,88.8
9510,Brand promotor,Bogor,IDR,Lulusan baru/Pengalaman kerja kurang dari 1 tahun,1 tahun,Tidak Terspesifikasi,Kontrak,"Penjualan / Pemasaran,Penjualan Ritel",28 days,51 - 200 pekerja,Periklanan/Marketing/Promosi/Hubungan Masyarakat,3600000.0,1,0-1,2 - 5 juta,4700000.0,76.6,5280000.0,68.18
9514,Head Project Control,Bekasi,IDR,Manajer/Asisten Manajer,5 tahun,Tidak Terspesifikasi,Penuh Waktu,"Penjualan / Pemasaran,Merchandising",5 days,51 - 200 pekerja,Produk Konsumen/Barang konsumen yang bergerak cepat,14400000.0,5,4-5,10 - 20 juta,10500000.0,137.14,5400000.0,266.67
9525,Teknisi Instalasi,Jakarta Barat,IDR,Pegawai (non-manajemen & non-supervisor),0 tahun,SMA/SMK,Penuh Waktu,"Teknik,Teknik Elektro",30 days,1- 50 pekerja,Retail/Merchandise,3000000.0,0,0-1,2 - 5 juta,4700000.0,63.83,6000000.0,50.0
9534,Operator  Produksi Bakery,Jakarta Utara,IDR,Pegawai (non-manajemen & non-supervisor),1 tahun,SMA/SMK,Kontrak,"Manufaktur,Manufaktur",29 days,2001 - 5000 pekerja,Makanan & Minuman/Katering/Restoran,4450000.0,1,0-1,2 - 5 juta,4700000.0,94.68,6000000.0,74.17
9538,Head Marketing Communication,Jakarta Pusat,IDR,Manajer/Asisten Manajer,4 tahun,Tidak Terspesifikasi,Penuh Waktu,"Penjualan / Pemasaran,Digital Marketing",26 days,51 - 200 pekerja,Jual Beli Saham/Sekuritas,8500000.0,4,4-5,5 - 10 juta,10500000.0,80.95,6000000.0,141.67
9546,Business Analyst Specialist,Jakarta Raya,IDR,Pegawai (non-manajemen & non-supervisor),2 tahun,Sarjana (S1),Penuh Waktu,"Komputer/Teknologi Informasi,IT-Admin Jaringan/Sistem/Database",26 days,501 - 1000 pekerja,Asuransi,9600000.0,2,2-3,5 - 10 juta,6000000.0,160.0,6750000.0,142.22
9553,"General Affairs (Sulawesi, Palu)",Palu,IDR,Manajer/Asisten Manajer,1 tahun,Tidak Terspesifikasi,Penuh Waktu,"Sumber Daya Manusia/Personalia,Sumber Daya Manusia / HR",28 days,1- 50 pekerja,Manajemen/Konsulting HR,5250000.0,1,0-1,5 - 10 juta,4700000.0,111.7,4100000.0,128.05
9561,Staff Cafe Haagendazs Daerah Semarang,Semarang,IDR,Pegawai (non-manajemen & non-supervisor),2 tahun,SMA/SMK,Penuh Waktu,"Hotel/Restoran,Makanan/Minuman/Pelayanan Restoran",23 days,51 - 200 pekerja,Makanan & Minuman/Katering/Restoran,2250000.0,2,2-3,2 - 5 juta,6000000.0,37.5,4100000.0,54.88
9567,Steel Structure Engineer,Tangerang,IDR,Pegawai (non-manajemen & non-supervisor),1 tahun,Sarjana (S1),Penuh Waktu,"Bangunan/Konstruksi,Teknik Sipil/Konstruksi Bangunan",22 days,51 - 200 pekerja,Konstruksi/Bangunan/Teknik,8500000.0,1,0-1,5 - 10 juta,4700000.0,180.85,5500000.0,154.55
9576,Web Developer & Android Developer,Tangerang,IDR,Pegawai (non-manajemen & non-supervisor),1 tahun,Diploma (D3/D4),Penuh Waktu,"Komputer/Teknologi Informasi,IT-Perangkat Lunak",28 days,1- 50 pekerja,Automobil/Mesin Tambahan Automotif/Kendaraan,5750000.0,1,0-1,5 - 10 juta,4700000.0,122.34,5500000.0,104.55
9581,Sales,Jakarta Raya,IDR,Pegawai (non-manajemen & non-supervisor),1 tahun,SMA/SMK,Penuh Waktu,"Penjualan / Pemasaran,Penjualan Ritel",24 days,2001 - 5000 pekerja,Manajemen/Konsulting HR,5750000.0,1,0-1,5 - 10 juta,4700000.0,122.34,6750000.0,85.19
9583,Face to Face Fundraiser - Based in Medan,Medan,IDR,Pegawai (non-manajemen & non-supervisor),1 tahun,Diploma (D3/D4),Penuh Waktu,"Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis",24 days,201 - 500 pekerja,Organisasi Nirlaba/Pelayanan Sosial/LSM,4800000.0,1,0-1,2 - 5 juta,4700000.0,102.13,4800000.0,100.0
9584,Operation Supervisor - Lampung,Bandar Lampung,IDR,Supervisor/Koordinator,3 tahun,Sarjana (S1),Penuh Waktu,"Penjualan / Pemasaran,Penjualan Ritel",29 days,201 - 500 pekerja,Transportasi/Logistik,5500000.0,3,2-3,5 - 10 juta,6000000.0,91.67,4100000.0,134.15
9588,3D ARTIST / MOTION GRAPHIC,Jakarta Barat,IDR,Pegawai (non-manajemen & non-supervisor),2 tahun,Diploma (D3/D4),Penuh Waktu,"Seni/Media/Komunikasi,Seni / Desain Kreatif",6 days,1- 50 pekerja,Komputer/Teknik Informatika (Perangkat Lunak),15000000.0,2,2-3,10 - 20 juta,6000000.0,250.0,6000000.0,250.0
9593,Staff Keungan & Anggaran,Cikarang,IDR,Lulusan baru/Pengalaman kerja kurang dari 1 tahun,3 tahun,Sarjana (S1),Kontrak,"Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan",29 days,51 - 200 pekerja,Manufaktur/Produksi,5150000.0,3,2-3,5 - 10 juta,6000000.0,85.83,6250000.0,82.4
9598,Public Relation (PR),Jakarta Raya,IDR,Pegawai (non-manajemen & non-supervisor),2 tahun,Diploma (D3/D4),Penuh Waktu,"Seni/Media/Komunikasi,Hubungan Masyarakat",29 days,1- 50 pekerja,Pendidikan,4600000.0,2,2-3,2 - 5 juta,6000000.0,76.67,6750000.0,68.15
9606,HR Staff,Jakarta Raya,IDR,Pegawai (non-manajemen & non-supervisor),2 tahun,Sarjana (S1),Penuh Waktu,"Sumber Daya Manusia/Personalia,Sumber Daya Manusia / HR",22 days,51 - 200 pekerja,Konstruksi/Bangunan/Teknik,5125000.0,2,2-3,5 - 10 juta,6000000.0,85.42,6750000.0,75.93
9626,Purchasing Admin Officer,Jakarta Raya,IDR,Pegawai (non-manajemen & non-supervisor),1 tahun,SMA/SMK,Penuh Waktu,"Manufaktur,Pembelian/Manajemen Material",29 days,1- 50 pekerja,Retail/Merchandise,4220000.0,1,0-1,2 - 5 juta,4700000.0,89.79,6750000.0,62.52
9631,Telesales/Telemarketing - Jabodetabek - Solo - Surabaya - Palembang,Jakarta Raya,IDR,Pegawai (non-manajemen & non-supervisor),2 tahun,Diploma (D3/D4),Penuh Waktu,"Penjualan / Pemasaran,Telesales/Telemarketing",14 days,51 - 200 pekerja,Konstruksi/Bangunan/Teknik,4000000.0,2,2-3,2 - 5 juta,6000000.0,66.67,6750000.0,59.26
9635,Sales Officer,Samarinda,IDR,Pegawai (non-manajemen & non-supervisor),1 tahun,Diploma (D3/D4),Penuh Waktu,"Penjualan / Pemasaran,Penjualan Ritel",3 days,1- 50 pekerja,Akunting / Audit / Layanan Pajak,4700000.0,1,0-1,2 - 5 juta,4700000.0,100.0,4700000.0,100.0
9644,.Net Developer,Jakarta Raya,IDR,Pegawai (non-manajemen & non-supervisor),2 tahun,SMA/SMK,Penuh Waktu,"Komputer/Teknologi Informasi,IT-Perangkat Lunak",17 days,1- 50 pekerja,Komputer/Teknik Informatika (Perangkat Lunak),10000000.0,2,2-3,10 - 20 juta,6000000.0,166.67,6750000.0,148.15
9648,FLEXI STAFFING INSURANCE ADVISOR,Jakarta Raya,IDR,Pegawai (non-manajemen & non-supervisor),3 tahun,Diploma (D3/D4),Penuh Waktu,"Penjualan / Pemasaran,Penjualan - Jasa Keuangan",28 days,Lebih dari 5000 pekerja,Asuransi,15000000.0,3,2-3,10 - 20 juta,6000000.0,250.0,6750000.0,222.22
9671,Videographer - Content creator,Jawa Barat,IDR,Pegawai (non-manajemen & non-supervisor),2 tahun,Tidak Terspesifikasi,Penuh Waktu,"Seni/Media/Komunikasi,Seni / Desain Kreatif",18 days,51 - 200 pekerja,Retail/Merchandise,3650000.0,2,2-3,2 - 5 juta,6000000.0,60.83,5000000.0,73.0
9675,Purchasing Assistant Manager,Bogor,IDR,Manajer/Asisten Manajer,11 tahun,Sarjana (S1),Penuh Waktu,"Manufaktur,Pembelian/Manajemen Material",23 days,201 - 500 pekerja,Manajemen/Konsulting HR,14500000.0,11,>10,10 - 20 juta,27500000.0,52.73,5280000.0,274.62
9676,Sales Marketing,Jakarta Raya,IDR,Pegawai (non-manajemen & non-supervisor),3 tahun,SMA/SMK,Penuh Waktu,"Penjualan / Pemasaran,Penjualan Ritel",29 days,1- 50 pekerja,Automobil/Mesin Tambahan Automotif/Kendaraan,4500000.0,3,2-3,2 - 5 juta,6000000.0,75.0,6750000.0,66.67
9686,Enterprise Account Executive,Jakarta Raya,IDR,Pegawai (non-manajemen & non-supervisor),2 tahun,Diploma (D3/D4),Penuh Waktu,"Penjualan / Pemasaran,Penjualan - Teknik/Teknikal/IT",29 days,1- 50 pekerja,"Konsultasi (IT, Ilmu Pengetahuan, Teknis & Teknikal)",9500000.0,2,2-3,5 - 10 juta,6000000.0,158.33,6750000.0,140.74
9697,REGIONAL SALES MANAGER - Banjarmasin,Banjarmasin,IDR,Manajer/Asisten Manajer,3 tahun,Sarjana (S1),Penuh Waktu,"Penjualan / Pemasaran,Penjualan - Teknik/Teknikal/IT",13 days,201 - 500 pekerja,Pertambangan,10500000.0,3,2-3,10 - 20 juta,6000000.0,175.0,6000000.0,175.0
9698,Sales Executive - Surabaya,Surabaya,IDR,Pegawai (non-manajemen & non-supervisor),3 tahun,SMA/SMK,Penuh Waktu,"Penjualan / Pemasaran,Penjualan Ritel",23 days,1001 - 2000 pekerja,Makanan & Minuman/Katering/Restoran,4500000.0,3,2-3,2 - 5 juta,6000000.0,75.0,4700000.0,95.74
9706,TRANSLATER MANDARIN,Bekasi,IDR,Manajer/Asisten Manajer,2 tahun,Sarjana (S1),Penuh Waktu,"Lainnya,Jurnalis/Editor",18 days,51 - 200 pekerja,Manufaktur/Produksi,9000000.0,2,2-3,5 - 10 juta,6000000.0,150.0,5400000.0,166.67
9709,MEP Supervisor,Jakarta Selatan,IDR,Supervisor/Koordinator,7 tahun,Sarjana (S1),Kontrak,"Bangunan/Konstruksi,Teknik Sipil/Konstruksi Bangunan",28 days,51 - 200 pekerja,Konstruksi/Bangunan/Teknik,8000000.0,7,6-10,5 - 10 juta,17500000.0,45.71,7100000.0,112.68
9715,Sales Executive,Bengkulu,IDR,Pegawai (non-manajemen & non-supervisor),1 tahun,Diploma (D3/D4),Penuh Waktu,"Penjualan / Pemasaran,Penjualan Ritel",3 days,1- 50 pekerja,Akunting / Audit / Layanan Pajak,4700000.0,1,0-1,2 - 5 juta,4700000.0,100.0,3000000.0,156.67
9717,Staf Administrasi,Jakarta Raya,IDR,Pegawai (non-manajemen & non-supervisor),2 tahun,Diploma (D3/D4),Kontrak,"Sumber Daya Manusia/Personalia,Staf / Administrasi umum",29 days,201 - 500 pekerja,Manufaktur/Produksi,4800000.0,2,2-3,2 - 5 juta,6000000.0,80.0,6750000.0,71.11
9722,Service Technician (LAB)  Surabaya,Surabaya,IDR,Pegawai (non-manajemen & non-supervisor),2 tahun,Diploma (D3/D4),Penuh Waktu,"Teknik,Teknik Elektro",25 days,51 - 200 pekerja,Umum & Grosir,5500000.0,2,2-3,5 - 10 juta,6000000.0,91.67,4700000.0,117.02
9727,Mandarin Translator,Jakarta Utara,IDR,Supervisor/Koordinator,2 tahun,SMA/SMK,Penuh Waktu,"Lainnya,Jurnalis/Editor",2 days,51 - 200 pekerja,Transportasi/Logistik,7500000.0,2,2-3,5 - 10 juta,6000000.0,125.0,6000000.0,125.0
9740,QA Supervisor - Automotive Parts - Karawang (A-73221),Karawang,IDR,Supervisor/Koordinator,3 tahun,Diploma (D3/D4),Penuh Waktu,"Manufaktur,Penjaminan Kualitas / QA",19 days,1- 50 pekerja,Manajemen/Konsulting HR,8750000.0,3,2-3,5 - 10 juta,6000000.0,145.83,7250000.0,120.69
9758,SALES REPRESENTATIF,Ternate,IDR,Pegawai (non-manajemen & non-supervisor),3 tahun,SMA/SMK,Penuh Waktu,"Penjualan / Pemasaran,Penjualan - Korporasi",23 days,Lebih dari 5000 pekerja,Konsultasi (Bisnis & Manajemen),3350000.0,3,2-3,2 - 5 juta,6000000.0,55.83,4000000.0,83.75
9784,Mandarin Translator,Jakarta Raya,IDR,Pegawai (non-manajemen & non-supervisor),1 tahun,Tidak Terspesifikasi,Penuh Waktu,"Lainnya,Jurnalis/Editor",26 days,51 - 200 pekerja,Konstruksi/Bangunan/Teknik,7500000.0,1,0-1,5 - 10 juta,4700000.0,159.57,6750000.0,111.11
9793,Telesales Consultant,Papua,IDR,Pegawai (non-manajemen & non-supervisor),1 tahun,Tidak Terspesifikasi,Penuh Waktu,"Penjualan / Pemasaran,Telesales/Telemarketing",29 days,1- 50 pekerja,Umum & Grosir,2750000.0,1,0-1,2 - 5 juta,4700000.0,58.51,2750000.0,100.0
9795,Aesthetic Doctor (Jakarta),Jakarta Raya,IDR,Lulusan baru/Pengalaman kerja kurang dari 1 tahun,0 tahun,Sarjana (S1),Penuh Waktu,"Layanan Kesehatan,Diagnosa/Lainnya",27 days,51 - 200 pekerja,Perawatan/Kecantikan/Fitnes,5750000.0,0,0-1,5 - 10 juta,4700000.0,122.34,6750000.0,85.19
9799,Staff Fleet Makasar & Semarang,Semarang,IDR,Pegawai (non-manajemen & non-supervisor),0 tahun,SMA/SMK,Penuh Waktu,"Pelayanan,Logistik/Rantai Pasokan",28 days,1- 50 pekerja,Transportasi/Logistik,3500000.0,0,0-1,2 - 5 juta,4700000.0,74.47,4100000.0,85.37
9802,Data Analyst Staff,Jakarta Raya,IDR,Lulusan baru/Pengalaman kerja kurang dari 1 tahun,0 tahun,Sarjana (S1),Penuh Waktu,"Sains,Aktuaria/Statistik",20 days,201 - 500 pekerja,Asuransi,4250000.0,0,0-1,2 - 5 juta,4700000.0,90.43,6750000.0,62.96
9811,Operator Forklift Counterbalance Reach Truck (D3 - Purwakarta),Purwakarta,IDR,Lulusan baru/Pengalaman kerja kurang dari 1 tahun,2 tahun,Diploma (D3/D4),Penuh Waktu,"Manufaktur,Manufaktur",8 days,501 - 1000 pekerja,Manufaktur/Produksi,4250000.0,2,2-3,2 - 5 juta,6000000.0,70.83,4200000.0,101.19
9819,Alkes Sales Officer (Makasar),Makassar,IDR,Pegawai (non-manajemen & non-supervisor),3 tahun,Diploma (D3/D4),Penuh Waktu,"Penjualan / Pemasaran,Penjualan Ritel",8 days,201 - 500 pekerja,Kesehatan/Medis,3250000.0,3,2-3,2 - 5 juta,6000000.0,54.17,4775000.0,68.06
9822,Branch Manager Mobil Wilayah Sidoarjo,Sidoarjo,IDR,Manajer/Asisten Manajer,3 tahun,Sarjana (S1),Penuh Waktu,"Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis",22 days,Lebih dari 5000 pekerja,Perbankan/Pelayanan Keuangan,12000000.0,3,2-3,10 - 20 juta,6000000.0,200.0,5100000.0,235.29
9826,Quantity Surveyor,Sidoarjo,IDR,Pegawai (non-manajemen & non-supervisor),2 tahun,Diploma (D3/D4),Penuh Waktu,"Bangunan/Konstruksi,Survei Kuantitas",18 days,501 - 1000 pekerja,Properti/Real Estate,4750000.0,2,2-3,2 - 5 juta,6000000.0,79.17,5100000.0,93.14
9842,Staff Akunting,Banten,IDR,Pegawai (non-manajemen & non-supervisor),1 tahun,Tidak Terspesifikasi,Penuh Waktu,"Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan",27 days,1- 50 pekerja,Retail/Merchandise,5040000.0,1,0-1,5 - 10 juta,4700000.0,107.23,5000000.0,100.8
9846,Export Import Assistant Manager - Logistic (B-65847),Jakarta Raya,IDR,Manajer/Asisten Manajer,5 tahun,Sarjana (S1),Penuh Waktu,"Pelayanan,Logistik/Rantai Pasokan",19 days,1- 50 pekerja,Manajemen/Konsulting HR,11500000.0,5,4-5,10 - 20 juta,10500000.0,109.52,6750000.0,170.37
9853,Cloud engineer,Bandung,IDR,Pegawai (non-manajemen & non-supervisor),3 tahun,Diploma (D3/D4),Penuh Waktu,"Komputer/Teknologi Informasi,IT-Admin Jaringan/Sistem/Database",27 days,1- 50 pekerja,Komputer/Teknik Informatika (Perangkat Lunak),6000000.0,3,2-3,5 - 10 juta,6000000.0,100.0,5000000.0,120.0
9857,Senior Software Quality Assurance (QA) Engineer,Jakarta Raya,IDR,Pegawai (non-manajemen & non-supervisor),3 tahun,Diploma (D3/D4),Penuh Waktu,"Komputer/Teknologi Informasi,IT-Perangkat Lunak",2 days,201 - 500 pekerja,Komputer/Teknik Informatika (Perangkat Lunak),12000000.0,3,2-3,10 - 20 juta,6000000.0,200.0,6750000.0,177.78
9859,Sales Promotor Toko - Jakarta Barat,Jakarta Barat,IDR,Lulusan baru/Pengalaman kerja kurang dari 1 tahun,0 tahun,SMA/SMK,Penuh Waktu,"Penjualan / Pemasaran,Penjualan Ritel",21 days,Lebih dari 5000 pekerja,Perbankan/Pelayanan Keuangan,3750000.0,0,0-1,2 - 5 juta,4700000.0,79.79,6000000.0,62.5
9862,AREA COMMERCIAL (SALES) EXECUTIVE,Jawa Barat,IDR,Pegawai (non-manajemen & non-supervisor),1 tahun,Diploma (D3/D4),Penuh Waktu,"Penjualan / Pemasaran,Penjualan - Korporasi",25 days,51 - 200 pekerja,Agrikultural/Perkebunan/Peternakan Unggas/Perikanan,5000000.0,1,0-1,5 - 10 juta,4700000.0,106.38,5000000.0,100.0
9875,Regional Sales Executive,Tangerang,IDR,Pegawai (non-manajemen & non-supervisor),2 tahun,Sarjana (S1),Kontrak,"Penjualan / Pemasaran,Penjualan - Korporasi",22 days,1- 50 pekerja,Industri Berat/Mesin/Peralatan,5000000.0,2,2-3,5 - 10 juta,6000000.0,83.33,5500000.0,90.91
9891,QA Engineer (Automation Testing),Jakarta Selatan,IDR,Supervisor/Koordinator,1 tahun,Tidak Terspesifikasi,Penuh Waktu,"Komputer/Teknologi Informasi,IT-Perangkat Lunak",24 days,51 - 200 pekerja,Komputer/Teknik Informatika (Perangkat Lunak),14400000.0,1,0-1,10 - 20 juta,4700000.0,306.38,7100000.0,202.82
9910,Business Development,Jakarta Raya,IDR,Supervisor/Koordinator,3 tahun,Sarjana (S1),Penuh Waktu,"Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis",29 days,51 - 200 pekerja,Retail/Merchandise,8500000.0,3,2-3,5 - 10 juta,6000000.0,141.67,6750000.0,125.93
9931,Pattern Master,Jepara,IDR,Pegawai (non-manajemen & non-supervisor),2 tahun,Diploma (D3/D4),Penuh Waktu,"Seni/Media/Komunikasi,Seni / Desain Kreatif",23 days,1- 50 pekerja,Manajemen/Konsulting HR,4000000.0,2,2-3,2 - 5 juta,6000000.0,66.67,3040000.0,131.58
9951,Accounting Supervisor,Jakarta Utara,IDR,Supervisor/Koordinator,5 tahun,Diploma (D3/D4),Penuh Waktu,"Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan",2 days,1- 50 pekerja,Produk Konsumen/Barang konsumen yang bergerak cepat,7000000.0,5,4-5,5 - 10 juta,10500000.0,66.67,6000000.0,116.67
9966,Senior Electrician,Jawa Barat,IDR,Supervisor/Koordinator,5 tahun,Sarjana (S1),Penuh Waktu,"Manufaktur,Pemeliharaan",29 days,201 - 500 pekerja,Manufaktur/Produksi,6000000.0,5,4-5,5 - 10 juta,10500000.0,57.14,5000000.0,120.0
9971,Staff Finance,Jawa Timur,IDR,Pegawai (non-manajemen & non-supervisor),0 tahun,Diploma (D3/D4),Penuh Waktu,"Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan",28 days,51 - 200 pekerja,Perawatan/Kecantikan/Fitnes,4025000.0,0,0-1,2 - 5 juta,4700000.0,85.64,4575000.0,87.98
9980,Interpreter,Jakarta Raya,IDR,Pegawai (non-manajemen & non-supervisor),3 tahun,Tidak Terspesifikasi,Penuh Waktu,"Pendidikan/Pelatihan,Pendidikan",29 days,51 - 200 pekerja,Pendidikan,7000000.0,3,2-3,5 - 10 juta,6000000.0,116.67,6750000.0,103.7
9992,Accounting Staff - Apparel Manufacture - Bekasi (A-72792),Bekasi,IDR,Pegawai (non-manajemen & non-supervisor),2 tahun,Diploma (D3/D4),Penuh Waktu,"Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan",19 days,1- 50 pekerja,Manajemen/Konsulting HR,5150000.0,2,2-3,5 - 10 juta,6000000.0,85.83,5400000.0,95.37
10000,Accounting Staff,Tangerang,IDR,Supervisor/Koordinator,3 tahun,SMA/SMK,Penuh Waktu,"Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan",27 days,51 - 200 pekerja,Manufaktur/Produksi,4800000.0,3,2-3,2 - 5 juta,6000000.0,80.0,5500000.0,87.27
10001,Acting Manager Konsultan Keuangan,Jakarta Raya,IDR,Manajer/Asisten Manajer,5 tahun,Tidak Terspesifikasi,Penuh Waktu,"Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis",24 days,1- 50 pekerja,Akunting / Audit / Layanan Pajak,18000000.0,5,4-5,10 - 20 juta,10500000.0,171.43,6750000.0,266.67
10013,Operation Administration Staff,Jakarta Selatan,IDR,Pegawai (non-manajemen & non-supervisor),2 tahun,Sarjana (S1),Kontrak,"Sumber Daya Manusia/Personalia,Staf / Administrasi umum",27 days,1- 50 pekerja,Retail/Merchandise,5500000.0,2,2-3,5 - 10 juta,6000000.0,91.67,7100000.0,77.46
10022,Assistant Business Development Executive,Jakarta Raya,IDR,Pegawai (non-manajemen & non-supervisor),1 tahun,Sarjana (S1),Penuh Waktu,"Penjualan / Pemasaran,Penjualan - Korporasi",22 days,51 - 200 pekerja,Konstruksi/Bangunan/Teknik,4750000.0,1,0-1,2 - 5 juta,4700000.0,101.06,6750000.0,70.37
10028,Flutter Developer,Jakarta Barat,IDR,Pegawai (non-manajemen & non-supervisor),1 tahun,Sarjana (S1),Penuh Waktu,"Komputer/Teknologi Informasi,IT-Perangkat Lunak",14 days,51 - 200 pekerja,Komputer/Teknik Informatika (Perangkat Lunak),6000000.0,1,0-1,5 - 10 juta,4700000.0,127.66,6000000.0,100.0
10033,Operational Administration,Jakarta Selatan,IDR,Pegawai (non-manajemen & non-supervisor),3 tahun,Sarjana (S1),Penuh Waktu,"Sumber Daya Manusia/Personalia,Staf / Administrasi umum",9 days,51 - 200 pekerja,Industri Berat/Mesin/Peralatan,4500000.0,3,2-3,2 - 5 juta,6000000.0,75.0,7100000.0,63.38
